Registration ID,Year,Month,County,Registration type,Engine type,Car registration count
4538,2016,April,Leitrim,Used Imports,Non electric,78
4539,2016,May,Leitrim,Used Imports,Non electric,71
4540,2016,June,Leitrim,Used Imports,Non electric,57
4541,2016,July,Leitrim,Used Imports,Non electric,64
4542,2016,August,Leitrim,Used Imports,Non electric,83
4543,2016,September,Leitrim,Used Imports,Non electric,81
4544,2016,October,Leitrim,Used Imports,Non electric,76
4545,2016,November,Leitrim,Used Imports,Non electric,79
4546,2016,December,Leitrim,Used Imports,Non electric,44
4547,2016,July,Leitrim,New Irish Registrations,Electric,1
4548,2016,October,Leitrim,New Irish Registrations,Electric,1
4549,2016,November,Leitrim,Used Imports,Electric,1
4550,2016,January,Leitrim,New Irish Registrations,Hybrid,2
4551,2016,February,Leitrim,New Irish Registrations,Hybrid,1
4552,2016,March,Leitrim,New Irish Registrations,Hybrid,1
4553,2016,May,Leitrim,New Irish Registrations,Hybrid,1
4554,2016,June,Leitrim,New Irish Registrations,Hybrid,1
4555,2016,July,Leitrim,New Irish Registrations,Hybrid,1
4556,2016,August,Leitrim,New Irish Registrations,Hybrid,1
4557,2016,January,Mayo,New Irish Registrations,Non electric,789
4558,2016,February,Mayo,New Irish Registrations,Non electric,426
4559,2016,March,Mayo,New Irish Registrations,Non electric,439
4560,2016,April,Mayo,New Irish Registrations,Non electric,175
4561,2016,May,Mayo,New Irish Registrations,Non electric,91
4562,2016,June,Mayo,New Irish Registrations,Non electric,26
4563,2016,July,Mayo,New Irish Registrations,Non electric,535
4564,2016,August,Mayo,New Irish Registrations,Non electric,140
4565,2016,September,Mayo,New Irish Registrations,Non electric,90
4566,2016,October,Mayo,New Irish Registrations,Non electric,39
4567,2016,November,Mayo,New Irish Registrations,Non electric,7
4568,2016,December,Mayo,New Irish Registrations,Non electric,4
4569,2016,January,Mayo,New Imports,Non electric,1
4570,2016,March,Mayo,New Imports,Non electric,1
4571,2016,August,Mayo,New Imports,Non electric,1
4572,2016,January,Mayo,Used Imports,Non electric,167
4573,2016,February,Mayo,Used Imports,Non electric,196
4574,2016,March,Mayo,Used Imports,Non electric,196
4575,2016,April,Mayo,Used Imports,Non electric,227
4576,2016,May,Mayo,Used Imports,Non electric,198
4577,2016,June,Mayo,Used Imports,Non electric,210
4578,2016,July,Mayo,Used Imports,Non electric,187
4579,2016,August,Mayo,Used Imports,Non electric,225
4580,2016,September,Mayo,Used Imports,Non electric,249
4581,2016,October,Mayo,Used Imports,Non electric,259
4582,2016,November,Mayo,Used Imports,Non electric,266
4583,2016,December,Mayo,Used Imports,Non electric,177
4584,2016,February,Mayo,New Irish Registrations,Electric,1
4585,2016,March,Mayo,New Irish Registrations,Electric,1
4586,2016,May,Mayo,New Irish Registrations,Electric,1
4587,2016,July,Mayo,New Irish Registrations,Electric,1
4588,2016,November,Mayo,New Irish Registrations,Electric,1
4589,2016,April,Mayo,Used Imports,Electric,1
4590,2016,September,Mayo,Used Imports,Electric,1
4591,2016,January,Mayo,New Irish Registrations,Hybrid,4
4592,2016,February,Mayo,New Irish Registrations,Hybrid,4
4593,2016,March,Mayo,New Irish Registrations,Hybrid,11
4594,2016,April,Mayo,New Irish Registrations,Hybrid,5
4595,2016,May,Mayo,New Irish Registrations,Hybrid,2
4596,2016,July,Mayo,New Irish Registrations,Hybrid,16
4597,2016,August,Mayo,New Irish Registrations,Hybrid,1
4598,2016,November,Mayo,New Irish Registrations,Hybrid,3
4599,2016,December,Mayo,New Irish Registrations,Hybrid,1
4600,2016,January,Mayo,Used Imports,Hybrid,1
4601,2016,March,Mayo,Used Imports,Hybrid,4
4602,2016,April,Mayo,Used Imports,Hybrid,1
4603,2016,May,Mayo,Used Imports,Hybrid,1
4604,2016,August,Mayo,Used Imports,Hybrid,1
4605,2016,October,Mayo,Used Imports,Hybrid,2
4606,2016,November,Mayo,Used Imports,Hybrid,5
4607,2016,January,Roscommon,New Irish Registrations,Non electric,419
4608,2016,February,Roscommon,New Irish Registrations,Non electric,246
4609,2016,March,Roscommon,New Irish Registrations,Non electric,198
4610,2016,April,Roscommon,New Irish Registrations,Non electric,81
4611,2016,May,Roscommon,New Irish Registrations,Non electric,49
4612,2016,June,Roscommon,New Irish Registrations,Non electric,15
4613,2016,July,Roscommon,New Irish Registrations,Non electric,247
4614,2016,August,Roscommon,New Irish Registrations,Non electric,78
4615,2016,September,Roscommon,New Irish Registrations,Non electric,41
4616,2016,October,Roscommon,New Irish Registrations,Non electric,16
4617,2016,November,Roscommon,New Irish Registrations,Non electric,7
4618,2016,December,Roscommon,New Irish Registrations,Non electric,2
4619,2016,January,Roscommon,New Imports,Non electric,2
4620,2016,January,Roscommon,Used Imports,Non electric,71
4621,2016,February,Roscommon,Used Imports,Non electric,71
4622,2016,March,Roscommon,Used Imports,Non electric,103
4623,2016,April,Roscommon,Used Imports,Non electric,99
4624,2016,May,Roscommon,Used Imports,Non electric,99
4625,2016,June,Roscommon,Used Imports,Non electric,95
4626,2016,July,Roscommon,Used Imports,Non electric,89
4627,2016,August,Roscommon,Used Imports,Non electric,115
4628,2016,September,Roscommon,Used Imports,Non electric,116
4629,2016,October,Roscommon,Used Imports,Non electric,123
4630,2016,November,Roscommon,Used Imports,Non electric,129
4631,2016,December,Roscommon,Used Imports,Non electric,87
4632,2016,February,Roscommon,New Irish Registrations,Electric,1
4633,2016,April,Roscommon,Used Imports,Electric,1
4634,2016,May,Roscommon,Used Imports,Electric,1
4635,2016,October,Roscommon,Used Imports,Electric,1
4636,2016,January,Roscommon,New Irish Registrations,Hybrid,3
4637,2016,February,Roscommon,New Irish Registrations,Hybrid,4
4638,2016,March,Roscommon,New Irish Registrations,Hybrid,2
4639,2016,April,Roscommon,New Irish Registrations,Hybrid,2
4640,2016,May,Roscommon,New Irish Registrations,Hybrid,1
4641,2016,July,Roscommon,New Irish Registrations,Hybrid,1
4642,2016,August,Roscommon,New Irish Registrations,Hybrid,3
4643,2016,October,Roscommon,New Irish Registrations,Hybrid,1
4644,2016,November,Roscommon,New Irish Registrations,Hybrid,1
4645,2016,January,Roscommon,Used Imports,Hybrid,3
4646,2016,March,Roscommon,Used Imports,Hybrid,1
4647,2016,June,Roscommon,Used Imports,Hybrid,1
4648,2016,August,Roscommon,Used Imports,Hybrid,1
4649,2016,January,Sligo,New Irish Registrations,Non electric,409
4650,2016,February,Sligo,New Irish Registrations,Non electric,220
4651,2016,March,Sligo,New Irish Registrations,Non electric,151
4652,2016,April,Sligo,New Irish Registrations,Non electric,90
4653,2016,May,Sligo,New Irish Registrations,Non electric,47
4654,2016,June,Sligo,New Irish Registrations,Non electric,11
4655,2016,July,Sligo,New Irish Registrations,Non electric,231
4656,2016,August,Sligo,New Irish Registrations,Non electric,65
4657,2016,September,Sligo,New Irish Registrations,Non electric,47
4658,2016,October,Sligo,New Irish Registrations,Non electric,9
4659,2016,November,Sligo,New Irish Registrations,Non electric,3
4660,2016,December,Sligo,New Irish Registrations,Non electric,1
4661,2016,January,Sligo,Used Imports,Non electric,70
4662,2016,February,Sligo,Used Imports,Non electric,84
4663,2016,March,Sligo,Used Imports,Non electric,87
4664,2016,April,Sligo,Used Imports,Non electric,93
4665,2016,May,Sligo,Used Imports,Non electric,96
4666,2016,June,Sligo,Used Imports,Non electric,88
4667,2016,July,Sligo,Used Imports,Non electric,97
4668,2016,August,Sligo,Used Imports,Non electric,126
4669,2016,September,Sligo,Used Imports,Non electric,116
4670,2016,October,Sligo,Used Imports,Non electric,121
4671,2016,November,Sligo,Used Imports,Non electric,129
4672,2016,December,Sligo,Used Imports,Non electric,82
4673,2016,January,Sligo,New Irish Registrations,Electric,1
4674,2016,February,Sligo,New Irish Registrations,Electric,2
4675,2016,March,Sligo,New Irish Registrations,Electric,1
4676,2016,October,Sligo,New Irish Registrations,Electric,1
4677,2016,May,Sligo,Used Imports,Electric,1
4678,2016,January,Sligo,New Irish Registrations,Hybrid,5
4679,2016,February,Sligo,New Irish Registrations,Hybrid,2
4680,2016,March,Sligo,New Irish Registrations,Hybrid,5
4681,2016,April,Sligo,New Irish Registrations,Hybrid,2
4682,2016,May,Sligo,New Irish Registrations,Hybrid,3
4683,2016,June,Sligo,New Irish Registrations,Hybrid,2
4684,2016,July,Sligo,New Irish Registrations,Hybrid,4
4685,2016,August,Sligo,New Irish Registrations,Hybrid,5
4686,2016,January,Sligo,Used Imports,Hybrid,1
4687,2016,February,Sligo,Used Imports,Hybrid,1
4688,2016,March,Sligo,Used Imports,Hybrid,1
4689,2016,July,Sligo,Used Imports,Hybrid,1
4690,2016,September,Sligo,Used Imports,Hybrid,1
4691,2016,October,Sligo,Used Imports,Hybrid,2
4692,2016,November,Sligo,Used Imports,Hybrid,1
4693,2016,January,Carlow,New Irish Registrations,Non electric,543
4694,2016,February,Carlow,New Irish Registrations,Non electric,283
4695,2016,March,Carlow,New Irish Registrations,Non electric,243
4696,2016,April,Carlow,New Irish Registrations,Non electric,88
4697,2016,May,Carlow,New Irish Registrations,Non electric,45
4698,2016,June,Carlow,New Irish Registrations,Non electric,7
4699,2016,July,Carlow,New Irish Registrations,Non electric,383
4700,2016,August,Carlow,New Irish Registrations,Non electric,72
4701,2016,September,Carlow,New Irish Registrations,Non electric,48
4702,2016,October,Carlow,New Irish Registrations,Non electric,20
4703,2016,November,Carlow,New Irish Registrations,Non electric,4
4704,2016,December,Carlow,New Irish Registrations,Non electric,5
4705,2016,February,Carlow,New Imports,Non electric,1
4706,2016,April,Carlow,New Imports,Non electric,2
4707,2016,January,Carlow,Used Imports,Non electric,34
4708,2016,February,Carlow,Used Imports,Non electric,51
4709,2016,March,Carlow,Used Imports,Non electric,33
4710,2016,April,Carlow,Used Imports,Non electric,54
4711,2016,May,Carlow,Used Imports,Non electric,42
4712,2016,June,Carlow,Used Imports,Non electric,50
4713,2016,July,Carlow,Used Imports,Non electric,53
4714,2016,August,Carlow,Used Imports,Non electric,60
4715,2016,September,Carlow,Used Imports,Non electric,58
4716,2016,October,Carlow,Used Imports,Non electric,69
4717,2016,November,Carlow,Used Imports,Non electric,82
4718,2016,December,Carlow,Used Imports,Non electric,43
4719,2016,April,Carlow,New Irish Registrations,Electric,1
4720,2016,August,Carlow,New Irish Registrations,Electric,1
4721,2016,November,Carlow,Used Imports,Electric,1
4722,2016,January,Carlow,New Irish Registrations,Hybrid,2
4723,2016,February,Carlow,New Irish Registrations,Hybrid,1
4724,2016,March,Carlow,New Irish Registrations,Hybrid,3
4725,2016,April,Carlow,New Irish Registrations,Hybrid,1
4726,2016,June,Carlow,New Irish Registrations,Hybrid,1
4727,2016,July,Carlow,New Irish Registrations,Hybrid,6
4728,2016,November,Carlow,New Irish Registrations,Hybrid,1
4729,2016,February,Carlow,Used Imports,Hybrid,2
4730,2016,April,Carlow,Used Imports,Hybrid,1
4731,2016,May,Carlow,Used Imports,Hybrid,1
4732,2016,June,Carlow,Used Imports,Hybrid,2
4733,2016,July,Carlow,Used Imports,Hybrid,1
4734,2016,November,Carlow,Used Imports,Hybrid,1
4735,2016,February,Dublin,New Irish Registrations,Non electric,2
4736,2016,April,Dublin,New Irish Registrations,Non electric,1
4737,2016,May,Dublin,New Irish Registrations,Non electric,1
4738,2016,June,Dublin,New Irish Registrations,Non electric,2
4739,2016,July,Dublin,New Irish Registrations,Non electric,1
4740,2016,November,Dublin,New Irish Registrations,Non electric,1
4741,2016,December,Dublin,New Irish Registrations,Non electric,312
4742,2016,January,Dublin,New Imports,Non electric,12973
4743,2016,February,Dublin,New Imports,Non electric,7636
4744,2016,March,Dublin,New Imports,Non electric,8725
4745,2016,April,Dublin,New Imports,Non electric,4593
4746,2016,May,Dublin,New Imports,Non electric,3163
4747,2016,June,Dublin,New Imports,Non electric,702
4748,2016,July,Dublin,New Imports,Non electric,12040
4749,2016,August,Dublin,New Imports,Non electric,2954
4750,2016,September,Dublin,New Imports,Non electric,1
4751,2016,January,Dublin,Used Imports,Non electric,1195
4752,2016,February,Dublin,Used Imports,Non electric,1349
4753,2016,March,Dublin,Used Imports,Non electric,1327
4754,2016,April,Dublin,Used Imports,Non electric,1413
4755,2016,May,Dublin,Used Imports,Non electric,1397
4756,2016,June,Dublin,Used Imports,Non electric,1326
4757,2016,July,Dublin,Used Imports,Non electric,1404
4758,2016,August,Dublin,Used Imports,Non electric,1565
4759,2016,September,Dublin,Used Imports,Non electric,1742
4760,2016,October,Dublin,Used Imports,Non electric,1671
4761,2016,November,Dublin,Used Imports,Non electric,1913
4762,2016,December,Dublin,Used Imports,Non electric,1458
4763,2016,January,Dublin,New Irish Registrations,Electric,19
4764,2016,February,Dublin,New Irish Registrations,Electric,47
4765,2016,March,Dublin,New Irish Registrations,Electric,27
4766,2016,April,Dublin,New Irish Registrations,Electric,8
4767,2016,May,Dublin,New Irish Registrations,Electric,5
4768,2016,June,Dublin,New Irish Registrations,Electric,1
4769,2016,July,Dublin,New Irish Registrations,Electric,17
4770,2016,August,Dublin,New Irish Registrations,Electric,5
4771,2016,September,Dublin,New Irish Registrations,Electric,3
4772,2016,October,Dublin,New Irish Registrations,Electric,3
4773,2016,November,Dublin,New Irish Registrations,Electric,5
4774,2016,January,Dublin,New Imports,Electric,2
4775,2016,February,Dublin,New Imports,Electric,1
4776,2016,May,Dublin,New Imports,Electric,1
4777,2016,June,Dublin,New Imports,Electric,1
4778,2016,October,Dublin,New Imports,Electric,1
4779,2016,January,Dublin,Used Imports,Electric,1
4780,2016,February,Dublin,Used Imports,Electric,2
4781,2016,March,Dublin,Used Imports,Electric,4
4782,2016,April,Dublin,Used Imports,Electric,6
4783,2016,May,Dublin,Used Imports,Electric,4
4784,2016,June,Dublin,Used Imports,Electric,8
4785,2016,July,Dublin,Used Imports,Electric,10
4786,2016,August,Dublin,Used Imports,Electric,3
4787,2016,September,Dublin,Used Imports,Electric,13
4788,2016,October,Dublin,Used Imports,Electric,9
4789,2016,November,Dublin,Used Imports,Electric,8
4790,2016,December,Dublin,Used Imports,Electric,6
4791,2016,January,Dublin,New Irish Registrations,Hybrid,300
4792,2016,February,Dublin,New Irish Registrations,Hybrid,160
4793,2016,March,Dublin,New Irish Registrations,Hybrid,223
4794,2016,April,Dublin,New Irish Registrations,Hybrid,140
4795,2016,May,Dublin,New Irish Registrations,Hybrid,72
4796,2016,June,Dublin,New Irish Registrations,Hybrid,26
4797,2016,July,Dublin,New Irish Registrations,Hybrid,352
4798,2016,August,Dublin,New Irish Registrations,Hybrid,93
4799,2016,September,Dublin,New Irish Registrations,Hybrid,60
4800,2016,October,Dublin,New Irish Registrations,Hybrid,28
4801,2016,November,Dublin,New Irish Registrations,Hybrid,23
4802,2016,December,Dublin,New Irish Registrations,Hybrid,3
4803,2016,January,Dublin,New Imports,Hybrid,1
4804,2016,January,Dublin,Used Imports,Hybrid,67
4805,2016,February,Dublin,Used Imports,Hybrid,52
4806,2016,March,Dublin,Used Imports,Hybrid,66
4807,2016,April,Dublin,Used Imports,Hybrid,74
4808,2016,May,Dublin,Used Imports,Hybrid,96
4809,2016,June,Dublin,Used Imports,Hybrid,77
4810,2016,July,Dublin,Used Imports,Hybrid,78
4811,2016,August,Dublin,Used Imports,Hybrid,82
4812,2016,September,Dublin,Used Imports,Hybrid,81
4813,2016,October,Dublin,Used Imports,Hybrid,99
4814,2016,November,Dublin,Used Imports,Hybrid,115
4815,2016,December,Dublin,Used Imports,Hybrid,79
4816,2016,January,Kildare,New Irish Registrations,Non electric,1838
4817,2016,February,Kildare,New Irish Registrations,Non electric,897
4818,2016,March,Kildare,New Irish Registrations,Non electric,657
4819,2016,April,Kildare,New Irish Registrations,Non electric,390
4820,2016,May,Kildare,New Irish Registrations,Non electric,225
4821,2016,June,Kildare,New Irish Registrations,Non electric,60
4822,2016,July,Kildare,New Irish Registrations,Non electric,1226
4823,2016,August,Kildare,New Irish Registrations,Non electric,311
4824,2016,September,Kildare,New Irish Registrations,Non electric,218
4825,2016,October,Kildare,New Irish Registrations,Non electric,82
4826,2016,November,Kildare,New Irish Registrations,Non electric,22
4827,2016,December,Kildare,New Irish Registrations,Non electric,8
4828,2016,May,Kildare,New Imports,Non electric,1
4829,2016,July,Kildare,New Imports,Non electric,1
4830,2016,January,Kildare,Used Imports,Non electric,192
4831,2016,February,Kildare,Used Imports,Non electric,212
4832,2016,March,Kildare,Used Imports,Non electric,249
4833,2016,April,Kildare,Used Imports,Non electric,231
4834,2016,May,Kildare,Used Imports,Non electric,218
4835,2016,June,Kildare,Used Imports,Non electric,192
4836,2016,July,Kildare,Used Imports,Non electric,217
4837,2016,August,Kildare,Used Imports,Non electric,264
4838,2016,September,Kildare,Used Imports,Non electric,268
4839,2016,October,Kildare,Used Imports,Non electric,305
4840,2016,November,Kildare,Used Imports,Non electric,365
4841,2016,December,Kildare,Used Imports,Non electric,209
4842,2016,January,Kildare,New Irish Registrations,Electric,1
4843,2016,February,Kildare,New Irish Registrations,Electric,10
4844,2016,March,Kildare,New Irish Registrations,Electric,1
4845,2016,April,Kildare,New Irish Registrations,Electric,1
4846,2016,May,Kildare,New Irish Registrations,Electric,2
4847,2016,July,Kildare,New Irish Registrations,Electric,3
4848,2016,August,Kildare,New Irish Registrations,Electric,1
4849,2016,September,Kildare,New Irish Registrations,Electric,1
4850,2016,November,Kildare,New Irish Registrations,Electric,1
4851,2016,January,Kildare,Used Imports,Electric,1
4852,2016,March,Kildare,Used Imports,Electric,3
4853,2016,April,Kildare,Used Imports,Electric,3
4854,2016,May,Kildare,Used Imports,Electric,2
4855,2016,June,Kildare,Used Imports,Electric,1
4856,2016,July,Kildare,Used Imports,Electric,4
4857,2016,August,Kildare,Used Imports,Electric,5
4858,2016,September,Kildare,Used Imports,Electric,2
4859,2016,October,Kildare,Used Imports,Electric,3
4860,2016,November,Kildare,Used Imports,Electric,3
4861,2016,December,Kildare,Used Imports,Electric,6
4862,2016,January,Kildare,New Irish Registrations,Hybrid,20
4863,2016,February,Kildare,New Irish Registrations,Hybrid,7
4864,2016,March,Kildare,New Irish Registrations,Hybrid,16
4865,2016,April,Kildare,New Irish Registrations,Hybrid,8
4866,2016,May,Kildare,New Irish Registrations,Hybrid,2
4867,2016,June,Kildare,New Irish Registrations,Hybrid,4
4868,2016,July,Kildare,New Irish Registrations,Hybrid,22
4869,2016,August,Kildare,New Irish Registrations,Hybrid,6
4870,2016,October,Kildare,New Irish Registrations,Hybrid,2
4871,2016,November,Kildare,New Irish Registrations,Hybrid,2
4872,2016,January,Kildare,Used Imports,Hybrid,3
4873,2016,February,Kildare,Used Imports,Hybrid,3
4874,2016,April,Kildare,Used Imports,Hybrid,3
4875,2016,May,Kildare,Used Imports,Hybrid,1
4876,2016,June,Kildare,Used Imports,Hybrid,6
4877,2016,July,Kildare,Used Imports,Hybrid,8
4878,2016,August,Kildare,Used Imports,Hybrid,7
4879,2016,September,Kildare,Used Imports,Hybrid,5
4880,2016,October,Kildare,Used Imports,Hybrid,6
4881,2016,November,Kildare,Used Imports,Hybrid,3
4882,2016,December,Kildare,Used Imports,Hybrid,9
4883,2016,January,Kilkenny,New Irish Registrations,Non electric,909
4884,2016,February,Kilkenny,New Irish Registrations,Non electric,389
4885,2016,March,Kilkenny,New Irish Registrations,Non electric,395
4886,2016,April,Kilkenny,New Irish Registrations,Non electric,177
4887,2016,May,Kilkenny,New Irish Registrations,Non electric,80
4888,2016,June,Kilkenny,New Irish Registrations,Non electric,32
4889,2016,July,Kilkenny,New Irish Registrations,Non electric,542
4890,2016,August,Kilkenny,New Irish Registrations,Non electric,137
4891,2016,September,Kilkenny,New Irish Registrations,Non electric,82
4892,2016,October,Kilkenny,New Irish Registrations,Non electric,27
4893,2016,November,Kilkenny,New Irish Registrations,Non electric,8
4894,2016,December,Kilkenny,New Irish Registrations,Non electric,2
4895,2016,March,Kilkenny,New Imports,Non electric,1
4896,2016,April,Kilkenny,New Imports,Non electric,3
4897,2016,July,Kilkenny,New Imports,Non electric,1
4898,2016,August,Kilkenny,New Imports,Non electric,2
4899,2016,January,Kilkenny,Used Imports,Non electric,63
4900,2016,February,Kilkenny,Used Imports,Non electric,79
4901,2016,March,Kilkenny,Used Imports,Non electric,81
4902,2016,April,Kilkenny,Used Imports,Non electric,76
4903,2016,May,Kilkenny,Used Imports,Non electric,86
4904,2016,June,Kilkenny,Used Imports,Non electric,95
4905,2016,July,Kilkenny,Used Imports,Non electric,84
4906,2016,August,Kilkenny,Used Imports,Non electric,102
4907,2016,September,Kilkenny,Used Imports,Non electric,125
4908,2016,October,Kilkenny,Used Imports,Non electric,105
4909,2016,November,Kilkenny,Used Imports,Non electric,134
4910,2016,December,Kilkenny,Used Imports,Non electric,109
4911,2016,January,Kilkenny,New Irish Registrations,Electric,1
4912,2016,March,Kilkenny,New Irish Registrations,Electric,5
4913,2016,June,Kilkenny,New Irish Registrations,Electric,1
4914,2016,July,Kilkenny,New Irish Registrations,Electric,1
4915,2016,July,Kilkenny,Used Imports,Electric,1
4916,2016,October,Kilkenny,Used Imports,Electric,1
4917,2016,November,Kilkenny,Used Imports,Electric,1
4918,2016,January,Kilkenny,New Irish Registrations,Hybrid,6
4919,2016,February,Kilkenny,New Irish Registrations,Hybrid,2
4920,2016,March,Kilkenny,New Irish Registrations,Hybrid,6
4921,2016,May,Kilkenny,New Irish Registrations,Hybrid,1
4922,2016,June,Kilkenny,New Irish Registrations,Hybrid,1
4923,2016,July,Kilkenny,New Irish Registrations,Hybrid,8
4924,2016,August,Kilkenny,New Irish Registrations,Hybrid,2
4925,2016,September,Kilkenny,New Irish Registrations,Hybrid,1
4926,2016,November,Kilkenny,New Irish Registrations,Hybrid,1
4927,2016,February,Kilkenny,Used Imports,Hybrid,2
4928,2016,March,Kilkenny,Used Imports,Hybrid,1
4929,2016,May,Kilkenny,Used Imports,Hybrid,1
4930,2016,June,Kilkenny,Used Imports,Hybrid,1
4931,2016,August,Kilkenny,Used Imports,Hybrid,3
4932,2016,September,Kilkenny,Used Imports,Hybrid,1
4933,2016,October,Kilkenny,Used Imports,Hybrid,1
4934,2016,November,Kilkenny,Used Imports,Hybrid,1
4935,2016,December,Kilkenny,Used Imports,Hybrid,2
4936,2016,January,Longford,New Irish Registrations,Non electric,224
4937,2016,February,Longford,New Irish Registrations,Non electric,108
4938,2016,March,Longford,New Irish Registrations,Non electric,97
4939,2016,April,Longford,New Irish Registrations,Non electric,37
4940,2016,May,Longford,New Irish Registrations,Non electric,19
4941,2016,June,Longford,New Irish Registrations,Non electric,19
4942,2016,July,Longford,New Irish Registrations,Non electric,131
4943,2016,August,Longford,New Irish Registrations,Non electric,36
4944,2016,September,Longford,New Irish Registrations,Non electric,28
4945,2016,October,Longford,New Irish Registrations,Non electric,6
4946,2016,November,Longford,New Irish Registrations,Non electric,5
4947,2016,December,Longford,New Irish Registrations,Non electric,1
4948,2016,January,Longford,Used Imports,Non electric,60
4949,2016,February,Longford,Used Imports,Non electric,79
4950,2016,March,Longford,Used Imports,Non electric,75
4951,2016,April,Longford,Used Imports,Non electric,78
4952,2016,May,Longford,Used Imports,Non electric,69
4953,2016,June,Longford,Used Imports,Non electric,75
4954,2016,July,Longford,Used Imports,Non electric,68
4955,2016,August,Longford,Used Imports,Non electric,79
4956,2016,September,Longford,Used Imports,Non electric,69
4957,2016,October,Longford,Used Imports,Non electric,80
4958,2016,November,Longford,Used Imports,Non electric,119
4959,2016,December,Longford,Used Imports,Non electric,65
4960,2016,January,Longford,New Irish Registrations,Hybrid,5
4961,2016,February,Longford,New Irish Registrations,Hybrid,3
4962,2016,March,Longford,New Irish Registrations,Hybrid,3
4963,2016,June,Longford,New Irish Registrations,Hybrid,1
4964,2016,July,Longford,New Irish Registrations,Hybrid,3
4965,2016,November,Longford,New Irish Registrations,Hybrid,1
4966,2016,March,Longford,Used Imports,Hybrid,1
4967,2016,April,Longford,Used Imports,Hybrid,1
4968,2016,May,Longford,Used Imports,Hybrid,2
4969,2016,August,Longford,Used Imports,Hybrid,1
4970,2016,November,Longford,Used Imports,Hybrid,1
4971,2016,January,Louth,New Irish Registrations,Non electric,964
4972,2016,February,Louth,New Irish Registrations,Non electric,534
4973,2016,March,Louth,New Irish Registrations,Non electric,404
4974,2016,April,Louth,New Irish Registrations,Non electric,212
4975,2016,May,Louth,New Irish Registrations,Non electric,117
4976,2016,June,Louth,New Irish Registrations,Non electric,39
4977,2016,July,Louth,New Irish Registrations,Non electric,583
4978,2016,August,Louth,New Irish Registrations,Non electric,150
4979,2016,September,Louth,New Irish Registrations,Non electric,64
4980,2016,October,Louth,New Irish Registrations,Non electric,24
4981,2016,November,Louth,New Irish Registrations,Non electric,10
4982,2016,December,Louth,New Irish Registrations,Non electric,4
4983,2016,February,Louth,New Imports,Non electric,1
4984,2016,May,Louth,New Imports,Non electric,1
4985,2016,January,Louth,Used Imports,Non electric,168
4986,2016,February,Louth,Used Imports,Non electric,216
4987,2016,March,Louth,Used Imports,Non electric,189
4988,2016,April,Louth,Used Imports,Non electric,202
4989,2016,May,Louth,Used Imports,Non electric,206
4990,2016,June,Louth,Used Imports,Non electric,207
4991,2016,July,Louth,Used Imports,Non electric,202
4992,2016,August,Louth,Used Imports,Non electric,248
4993,2016,September,Louth,Used Imports,Non electric,263
4994,2016,October,Louth,Used Imports,Non electric,282
4995,2016,November,Louth,Used Imports,Non electric,289
4996,2016,December,Louth,Used Imports,Non electric,187
4997,2016,January,Louth,New Irish Registrations,Electric,1
4998,2016,February,Louth,New Irish Registrations,Electric,1
4999,2016,March,Louth,New Irish Registrations,Electric,1
5000,2016,August,Louth,New Irish Registrations,Electric,1
5001,2016,January,Louth,Used Imports,Electric,1
5002,2016,May,Louth,Used Imports,Electric,1
5003,2016,July,Louth,Used Imports,Electric,1
5004,2016,September,Louth,Used Imports,Electric,1
5005,2016,October,Louth,Used Imports,Electric,1
5006,2016,December,Louth,Used Imports,Electric,1
5007,2016,January,Louth,New Irish Registrations,Hybrid,14
5008,2016,February,Louth,New Irish Registrations,Hybrid,2
5009,2016,March,Louth,New Irish Registrations,Hybrid,4
5010,2016,May,Louth,New Irish Registrations,Hybrid,1
5011,2016,June,Louth,New Irish Registrations,Hybrid,2
5012,2016,July,Louth,New Irish Registrations,Hybrid,14
5013,2016,August,Louth,New Irish Registrations,Hybrid,1
5014,2016,September,Louth,New Irish Registrations,Hybrid,1
5015,2016,October,Louth,New Irish Registrations,Hybrid,1
5016,2016,November,Louth,New Irish Registrations,Hybrid,2
5017,2016,January,Louth,Used Imports,Hybrid,4
5018,2016,February,Louth,Used Imports,Hybrid,3
5019,2016,March,Louth,Used Imports,Hybrid,3
5020,2016,May,Louth,Used Imports,Hybrid,2
5021,2016,June,Louth,Used Imports,Hybrid,1
5022,2016,July,Louth,Used Imports,Hybrid,1
5023,2016,August,Louth,Used Imports,Hybrid,5
5024,2016,September,Louth,Used Imports,Hybrid,3
5025,2016,October,Louth,Used Imports,Hybrid,3
5026,2016,November,Louth,Used Imports,Hybrid,4
5027,2016,December,Louth,Used Imports,Hybrid,2
5028,2016,January,Laois,New Irish Registrations,Non electric,572
5029,2016,February,Laois,New Irish Registrations,Non electric,287
5030,2016,March,Laois,New Irish Registrations,Non electric,218
5031,2016,April,Laois,New Irish Registrations,Non electric,164
5032,2016,May,Laois,New Irish Registrations,Non electric,54
5033,2016,June,Laois,New Irish Registrations,Non electric,13
5034,2016,July,Laois,New Irish Registrations,Non electric,290
5035,2016,August,Laois,New Irish Registrations,Non electric,77
5036,2016,September,Laois,New Irish Registrations,Non electric,44
5037,2016,October,Laois,New Irish Registrations,Non electric,25
5038,2016,November,Laois,New Irish Registrations,Non electric,7
5039,2016,December,Laois,New Irish Registrations,Non electric,1
5040,2016,September,Laois,New Imports,Non electric,1
5041,2016,January,Laois,Used Imports,Non electric,63
